120.4613	117

120.5055	117

120.5511	117

120.5962	117

120.643	117

120.6882	117

120.7184	117

120.7498	117

120.7964	117

120.8228	117

120.8628	117

120.8857	117

120.9078	117

120.955	117

120.986	117

121.0175	117

121.0425	117

121.0689	117

121.1064	117

121.1297	117

121.1542	132

121.1794	132

121.2187	132

121.2421	132

121.2648	132

121.308	132

121.3346	132

121.3609	132

121.3985	132

121.426	132

121.4645	132

121.4953	132

121.5317	132

121.5563	132

121.6001	132

121.6288	132

121.6648	132

121.6909	132

121.7123	132

121.7357	132

121.7576	132

121.7792	132

121.8012	132

121.8231	132

121.8471	132

121.8696	132

121.8922	132

121.9148	132

121.9375	132

121.9798	132

122.0081	139

122.0472	139

122.0714	139

122.097	139

122.1202	139

122.1559	139

122.1802	139

122.2017	139

122.2243	139

122.2469	139

122.2685	139

122.2906	139

122.313	139

122.3372	139

122.359	139

122.3808	139

122.4052	139

122.4258	139

122.4476	139

122.4683	139

122.4914	139

122.5149	139

122.5393	139

122.5645	139

122.6035	139

122.6273	139

122.6494	139

122.6707	139

122.6945	139

122.7159	139

122.7403	139

122.7622	139

122.7834	139

122.804	139

122.8273	139

122.8487	139

122.872	139

122.8936	139

122.9153	139

122.9389	139

122.9616	139

122.9839	139

123.0066	139

123.0316	139

123.056	139

123.0942	139

123.1184	139

123.1398	139

123.1643	139

123.1859	139

123.2085	139

123.2311	139

123.2537	139

123.2794	139

123.3209	139

123.3659	139

123.3915	139

123.4316	139

123.4587	139

123.4844	139

123.5195	139

123.5453	139

123.5716	139

123.6074	139

123.6313	139

123.6566	139

123.6809	139

123.7215	139

123.7468	139

123.771	139

123.7958	139

123.8183	139

123.8539	139

123.8806	139

123.9228	139

123.9498	139

123.9893	139

124.0159	139

124.0555	139

124.0827	139

124.1239	139

124.1502	139

124.1701	139

124.193	139

124.2148	139

124.2588	139

124.2856	139

124.3245	139

124.3517	139

124.372	139

124.4146	139

124.4478	139

124.4842	139

124.5112	139

124.5487	139

124.5715	139

124.5947	139

124.6364	139

124.6625	139

124.7053	139

124.7352	139

124.7707	139

124.7953	139

124.8149	139

124.8388	139

124.8602	139

124.882	139

124.9034	139

124.9292	139

124.9501	139

124.9701	139

125.0167	139

125.0442	139

125.0824	139

125.107	139

125.1299	139

125.154	139

125.1764	139

125.2175	139

125.2407	139

125.2615	139

125.2844	139

125.3047	139

125.3277	139

125.3508	139

125.3725	139

125.397	139

125.4186	139

125.4402	139

125.4659	139

125.4894	139

125.5305	139

125.5552	139

125.5971	139

125.6208	139

125.6462	139

125.669	139

125.7103	139

125.7563	139

125.7864	139

125.8231	139

125.8669	139

125.9142	139

125.9457	139

125.9811	139

126.0203	139

126.0475	139

126.0688	139

126.1113	139

126.1372	139

126.1609	139

126.1839	139

126.2066	139

126.2462	139

126.2744	139

126.3123	139

126.3398	139

126.38	139

126.4037	139

126.4244	139

126.4461	139

126.4723	139

126.513	139

126.5365	147

126.5599	147

126.5819	147

126.6059	147

126.6264	147

126.6692	147

126.6936	147

126.7156	147

