286.5083	

286.5083	ot

286.5283	ot

286.5586	ot

286.581	ot

286.5987	ot

286.6171	ot

286.6341	ot

286.6514	ot

286.6685	ot

286.6871	ot

286.7052	ot

286.7208	ot

286.7383	ot

286.754	ot

286.7717	ot

286.7863	ot

286.802	ot

286.8197	ot

286.8355	ot

286.8532	ot

286.8709	ot

286.8891	ot

286.906	ot

286.9227	ot

286.9387	ot

286.9559	ot

286.9747	ot

286.9899	ot

287.0082	ot

287.0266	ot

287.0424	ot

287.0602	ot

287.0772	ot

287.1367	ot

287.164	ot

287.1866	ot

287.2075	ot

287.2467	ot

287.2705	ot

287.2917	ot

287.3137	ot

287.3322	ot

287.3531	ot

287.3713	ot

287.4045	ot

287.4447	ot

287.472	ot

287.493	ot

287.5101	ot

287.5279	ot

287.5486	ot

287.5713	ot

287.5931	ot

287.6163	ot

287.6374	ot

287.6609	ot

287.6823	ot

287.7048	ot

287.7274	ot

287.7492	ot

287.7715	ot

287.7946	ot

287.8163	ot

287.8395	ot

287.8621	ot

287.8828	ot

287.9052	ot

287.9282	ot

287.9508	ot

287.9725	ot

287.9952	ot

288.0175	ot

288.0393	ot

288.0624	ot

288.0839	ot

288.1069	ot

288.1299	ot

288.1518	ot

288.174	ot

288.1964	ot

288.2186	ot

288.2418	ot

288.2594	ot

288.2772	ot

288.2978	ot

288.3135	ot

288.3302	ot

288.3469	ot

288.3639	ot

288.3792	ot

288.3969	ot

288.4123	ot

288.4308	ot

288.4459	ot

288.4641	ot

288.4805	ot

288.4984	ot

288.517	ot

288.534	97

288.5503	97

288.5655	97

288.5848	97

288.6011	97

288.6213	97

288.6422	97

288.6602	97

288.678	97

288.6963	97

288.7128	97

288.7303	97

288.7491	97

288.7664	97

288.7851	97

288.8007	97

288.8196	97

288.8356	97

288.8542	97

288.8723	97

288.8887	97

288.9064	97

288.9232	97

288.9403	97

288.956	97

288.9732	97

288.9893	97

289.0045	97

289.0219	97

289.04	97

289.0555	97

289.0724	97

289.0895	97

289.1069	97

289.1246	97

289.1419	97

289.1588	97

289.1756	97

289.1924	97

289.2075	97

289.2236	97

289.2415	97

289.258	97

289.2881	97

289.3053	97

289.3195	97

289.3349	97

289.3524	97

289.369	97

289.3851	97

289.4022	97

289.419	97

289.436	97

289.4547	97

289.4708	97

289.4854	97

289.5028	97

289.52	97

289.536	97

289.5506	97

289.5651	97

289.5815	97

289.596	97

289.6126	97

289.6286	97

289.645	97

289.661	97

289.6768	97

289.6938	97

289.71	97

289.7259	97

289.7412	97

289.7563	97

289.7731	97

289.7869	97

289.8042	97

289.8185	97

289.8337	97

289.851	97

289.8676	97

289.8902	97

289.9085	97

289.9239	97

289.9408	97

289.9558	97

289.9717	97

289.9876	97

290.0052	97

290.0206	97

290.038	97

290.0535	97

290.0705	97

290.0854	97

290.1003	97

290.1176	97

290.1331	97

290.1514	97

290.1661	97

290.1842	97

290.1994	97

290.2172	97

290.2313	97

290.2493	97

290.2648	97

290.2832	97

290.2988	97

290.3156	97

290.3329	97

290.3493	97

290.3656	97

290.3822	97

290.3978	97

290.4128	97

290.4304	97

290.4453	97

290.4644	97

290.4856	97

290.5026	97

290.5192	97

290.5342	97

290.5516	97

290.5669	97

290.5838	97

290.5984	97

290.6162	97

290.631	97

290.6452	97

290.6618	97

290.6759	97

290.6933	97

290.7094	97

290.7263	97

290.7418	97

290.756	97

290.7729	97

290.7915	97

290.8141	97

290.8321	97

290.8502	97

290.8669	97

290.8846	97

290.8998	97

290.9177	97

290.9338	97

290.9511	97

290.9666	97

290.9833	97

290.9993	97

291.0154	97

291.0305	97

291.0478	97

291.0657	97

291.0832	97

291.0997	97

291.1176	97

291.1335	97

291.1531	97

291.1695	97

291.1875	97

291.205	97

291.2221	97

291.2384	97

291.2571	97

291.274	97

291.2899	97

291.3085	97

291.3246	97

291.3458	103

291.3643	103

291.3796	103

291.3981	103

291.4162	103

291.4311	103

291.4466	103

291.463	103

291.4796	103

291.4986	103

291.5165	103

291.5312	103

291.5486	103

291.5632	103

291.5804	103

291.5961	103

291.6149	103

291.6318	103

291.649	103

291.6649	103

291.6814	103

291.699	103

291.7174	103

291.7344	103

291.7704	103

291.7901	103

291.8073	103

291.823	103

291.8408	103

291.8598	103

291.8765	103

291.8932	103

291.9083	103

291.9246	103

291.9427	103

291.9591	103

291.9734	103

291.99	103

292.0089	103

292.0232	103

292.0392	103

292.0546	103

292.071	103

292.0861	103

292.1022	103

292.1202	103

292.1375	103

292.1527	103

292.1676	103

292.1836	103

292.1982	103

292.2142	103

292.2281	103

292.2422	103

292.2572	103

292.2724	103

292.2878	103

292.3054	103

292.3206	103

292.3372	103

292.3533	103

292.3695	103

292.3857	103

292.401	103

292.4174	103

292.4354	103

292.4514	103

292.4664	103

292.4832	103

292.5005	103

292.5229	103

292.5436	103

292.5639	103

292.5808	103

292.6007	103

292.6237	103

292.6445	103

292.6628	103

292.6821	103

292.7106	103

292.734	103

292.7552	103

292.7753	103

292.7997	103

292.821	103

292.8431	103

292.8645	103

292.8872	103

292.9095	103

292.9318	103

292.954	103

292.9763	103

292.998	103

293.0209	103

293.0439	103

293.0656	103

293.0877	103

293.1113	103

293.1324	103

293.1552	103

293.1777	103

293.1992	103

293.2219	103

293.2447	103

293.267	103

293.2894	103

293.3114	103

293.3343	103

293.3563	103

293.3791	103

293.4014	103

293.4238	103

293.4457	103

293.4637	103

293.4792	103

293.4959	103

293.5126	103

293.529	103

293.5473	103

293.5647	103

293.5823	103

293.5977	103

293.6138	103

293.6319	103

293.6484	103

293.6627	103

293.6803	103

293.6975	103

293.7136	103

293.7318	103

293.7488	103

293.7642	103

293.7805	103

293.7979	103

293.814	103

293.8287	103

293.8432	103

293.8615	103

293.8765	103

293.8946	103

293.9109	103

293.9282	103

293.9449	103

293.961	103

293.9753	103

293.9902	103

294.0063	103

294.0214	103

294.0385	103

294.0541	103

294.0731	103

294.0886	103

294.1064	103

294.1222	103

294.1384	103

294.1544	103

294.173	103

294.1883	103

294.205	103

294.2198	103

294.2358	103

294.2521	103

294.2666	103

294.2846	103

294.2992	103

294.3166	103

294.3322	103

294.3497	103

294.3794	103

294.398	103

294.4172	103

294.4317	103

294.4485	103

294.4648	103

294.484	103

294.5064	103

294.5292	103

294.5513	103

294.5734	103

294.5962	103

294.6183	103

294.6416	103

294.6641	103

294.6855	103

294.7079	103

294.7296	103

294.752	103

294.7752	103

294.7965	103

294.8192	103

294.8412	103

294.864	103

294.8859	103

294.909	103

294.9307	103

294.9535	103

294.9754	103

294.9984	103

295.0208	103

295.0428	103

295.0649	103

295.0872	103

295.1099	103

295.1317	103

295.1539	103

295.1772	103

295.1936	103

295.2103	103

295.2266	103

295.241	103

295.2551	103

295.2714	103

295.2887	103

295.3056	103

295.3213	103

295.3365	103

295.3521	103

295.3691	103

295.3855	103

295.4006	103

295.4174	103

295.4338	103

295.4511	103

295.4667	103

295.4833	103

295.5003	103

295.5176	103

295.534	103

295.5494	103

295.5643	103

295.5795	103

295.5998	103

295.6194	103

295.634	103

295.6512	103

295.668	103

295.6849	103

295.7013	103

295.717	103

295.7331	103

295.7502	103

295.7655	103

295.782	103

295.7976	103

295.8135	103

295.8294	103

295.8467	103

295.8623	103

295.877	103

295.8934	103

295.9075	103

295.9222	103

295.9377	103

295.952	103

295.9668	103

295.9829	103

295.9975	103

296.0138	103

296.0295	103

296.0454	103

296.0614	103

296.0768	103

296.0928	103

296.1078	103

296.1227	103

296.1394	103

296.1537	103

296.1727	103

296.1877	103

296.2045	103

296.2195	103

296.2352	103

296.2517	103

296.2655	103

296.2828	103

296.2973	103

296.3162	103

296.3334	103

296.3509	103

296.3662	103

296.3835	103

296.3992	103

296.4155	103

296.4297	103

296.4454	103

296.4616	103

296.4772	103

296.4932	103

296.5077	103

296.5244	103

296.5403	103

296.5554	103

296.5725	103

296.5891	103

296.6067	103

296.6227	103

296.6395	103

296.6559	103

296.6722	103

296.6872	103

296.7036	103

296.7189	103

296.7346	103

296.7512	103

296.7665	103

296.7839	103

296.7986	103

296.8161	103

296.8332	103

296.8522	103

296.8682	103

296.8842	103

296.8991	103

296.9156	103

296.9311	103

296.9457	103

296.9619	103

296.978	103

297.0129	103

297.0303	103

297.0443	103

